caption,sentiment_label,like_count,comment_count,engagement_rate
selamat gabung bagi para juang sbmptn yang telah terima di politeknik elektronika negeri tetap jaga semangat untuk ikut rangkai acara ikut moga sukses politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia sbmptn,positive,561,2,1.7982624249393129
mahasiswa pens kembali toreh prestasi di kancah internasional kali ini tim aisoru hasil sabet dua medali dari dua kompetisi yang selenggara oleh indonesian young scientist association iysa ajang khayyam international invention innovation festival kiiif yang helat cara online lalu google meeting lama dua hari tim aisoru hasil anugerah medali emas selain itu tim sebut turut bawa pulang medali perak dalam ajang asean innovative science environmental and entrepreneur fair aiseef yang selenggara di universitas diponegoro pada rabu tim aisoru hasil presentasi inovasi dengan maksimal dan buah hasil sesuai harap berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,positive,561,0,1.7918742813338444
giat game jam kembali helat oleh program studi game technology gt pens selenggara lama tiga hari hitung sejak jumat hingga minggu rangkai giat tempat di ruang laboratorium game design gedung d pens lt kolaborasi dengan komunitas gamekita game jam tuju untuk kenal industri kreatif upa game developer kepada mahasiswa pens politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,positive,557,4,1.7918742813338444
kendari kenal bagai kampus tradisi juara mahasiswa pens kembali bukti dengan toreh prestasi mulai dari kancah nasional hingga ke kancah internasional kali ini mahasiswa pens hasil jadi juara pada ajang genbi business plan competition gpbc helat lama empat hari giat yang selenggara oleh generasi baru indonesia sulawesi tenggara genbi sultra ini tempat di iain kendari,positive,559,0,1.7854861377283764
tak ada yang kuat lembut tak ada yang lemah kuasa selamat ingat hari naik isa almasih moga kita senantiasa beri damai sehat dan kesejahterahan pens pensjoss kenaikanisaalmasih,positive,554,2,1.775903922320174
dalam rangka erat silaturahmi di kalang wanita civitas akademika dharma wanita satu dwp pens sukses gelar gathering pada jumat giat yang hadir oleh para dosen istri dosen serta karyawan pens sebut rupa salah satu rangkai dies natalis pens ke ada tiap tiga bulan sekali agenda rutin ini gandeng brand kosmetik lokal yakni wardah beauty cosmetics kerja sama ini tidak hanya beri manfaat dalam hal cantik tetapi juga jadi ajang untuk tingkat akrab dan solidaritas di antara para anggota dwp berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi dwppens dharmawanitapersatuanpens wardahbeauty,positive,555,0,1.7727098505174397
politeknik elektronika negeri pens bagai pegang amanah dari perintah jalan didik tinggi bas ahli dan terap ini daya laboratorium pusatpusat kreativitas mahasiswa dan inkubator bisnis selain itu pens juga akan tambah jumlah angka lahir produk inovasi dengan arah hasil teliti proyek akhir tesis program kreativitas mahasiswa agar dapat penuh tingkat kesiap teknologi yang lebih tinggi sehingga potensi jadi produk inovatif yang penuh layak komersial serta dapat produksi dan dapat manfaat untuk masyarakat aliridho barakbah skom phd direktur pens dalam sambut wisuda ke politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia wisudapens,positive,552,1,1.7663217069119714
selamat dan sukses atas capai tim ersow bagai juara influencer award most popular video juara influencer award peoples choice juara middle size league open challenge juara middle size league cooperation challenge di robocup asia pasific politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampustradisijuara,positive,553,0,1.7663217069119714
dari banyak beda kita tetap satu bangsa indonesia bangsa yang kaya akan agam ini butuh peran pemudapemudi di tiap langkah bagai generasi muda mari kita satu tekad demi masa depan bangsa yang arah selamat hari sumpah pemuda politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi harisumpahpemuda,positive,547,2,1.7535454197010347
mmb fest sukses gelar dengan tema beyond the limits of creation oleh prodi teknologi multimedia broadcasting pens bagai agenda giat sedia mulai dari lomba seminar dan hibur jadi mmb fest tahun ini makin riah giat yang ikut oleh siswasiswi smasmkma derajat sebut tuju untuk kenal prodi mmb sekaligus jadi rangkai acara dies natalis pens ke awarding jadi puncak dari giat sebut yang langsung sukses pada sabtu di ruang studio tv tunjuk lt gedung pascasarjana pens politeknik politeknikjoss pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi mmbfest,positive,547,1,1.7503513478983008
malang eepis bidikmisi organization ebio usai selenggara bidikmisi management training bimatra yang tempat di lawang adventure camp malang giat yang ikut oleh mahasiswa kipk ini langsung sejak jumat dengan usung tema bidikmisi karakter dan integritas giat ini tuju untuk kembang potensi mahasiswa kipk pens agar dapat prestasi dan manfaat bagi masyarakat berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,positive,546,0,1.7439632042928324
semangat juang di kmipn vi kontingen pens jadi tiap tantang bagai langkah tuju menang ikan yang baik dan tunjuk mampu demi almamater cinta politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesiakampusinovasi kampustradisijuara kmipnvi pnj,positive,545,0,1.7407691324900985
tim ersow tak hentihenti prestasi dan harum nama pens dengan prestasi kali ini dalam ajang robocup asiapacific tim sebut hasil sebut bagai juara di empat kategori pada awarding yakni juara influencer award most popular video dan peoples choice serta middle size league pada open challenge bagai juara sedang cooperation challenge di juara tim ersow sukses lewat tantang yang beri oleh juri lalu zoom video conference dengan lancar berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,positive,544,0,1.7375750606873643
juara scorpion masuta cup di mall lagoon usai gelar pada minggu kirim delegasi dari ukm taekwondo nama pens kembali harum dengan borong medali yakni medali emas dan medali perak ukm bina djohan kuntjoro amd dan albert budiyanto se bagai latih ini sukses bukti kualitas dengan unggul pada kategori dalam juara sebut yakni poomsae dan kyourugi lawan lebih dari atlet lain berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi,positive,539,3,1.731186917081896
direktur dan civitas akademika politeknik elektronika negeri ucap selamat dan sukses atas lantik jabat pimpin tinggi madya menteri didik tinggi sains dan teknologi selamat tugas dan moga amanah yang emban dapat bawa kontribusi nyata untuk maju didik tinggi sains dan teknologi di indonesia politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi banggapens kemdiktisaintek,positive,539,1,1.7247987734764276
halo sobatpens game jam internal season usai helat oleh prodi sarjana terap game technology gt pens giat ini rancang untuk latih para mahasiswa gt jadi game developer dalam waktu singkat yakni jam sembari kuat kerjasama tim mereka tak hanya mahasiswa aktif beberapa alumni prodi sebut juga turut serta dalam giat ini politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,positive,536,4,1.7247987734764276
rangkai giat dalam rangka dies natalies pens ke tutup dengan pensfunfitplay yang usai selenggara pada minggu giat ini awal dengan jalan sehat body combat dan cooking demo yang laksana di lapang merah gedung d pens tak hanya itu mental health talkshow career preparation talkshow serta beauty class turut helat untuk riah acara buka untuk umum giat sebut ikut oleh para civitas akademika pens serta masyarakat sekitar dengan penuh semangat dan antusiasme tinggi berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesiakampusinovasi,positive,536,0,1.7120224862654914
hallo sobatpens exciting news for those passionate about journalism web development or networking the recruitment for the th generation of the eepis news and network team ent is just around the corner dont miss out on this golden opportunityget ready to shine how can you join us simply submit your registration form along with the necessary documents at entpensacid or click the link in our bio the registration period runs from august th to august th stay connected and make sure to follow our social media for the latest updates if you have any questions feel free to reach out to us via whatsapp kenzie looking forward to seeing you all best regards ent politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi jurnalis ukm jurnaliskampus oprec mahasiswa ent,positive,531,5,1.7120224862654914
selamat dan sukses atas capai sandangs bagai juara lomba information technology creative competition itcc kategori ide bisnis tik yang selenggara oleh fakultas teknik prodi teknologi informasi universitas udayana politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampustradisijuara,positive,531,4,1.7088284144627572
halo sobatpens kalian tarik untuk dalam teknologi bas integrasi aktivitas manusia dengan sistem siber fisik tahun ini pens dan musashino university helat rangkai fieldwork kuliah tamu hingga sosialisasi kena international education program hasil kerja sama dua institusi rangkai giat sebut langsung sejak kamis hingga kamis serta bagi banyak wawas kait isu lingkung dan inovasi teknologi ingin tahu seru yuk simak reels ikut reporter farica ammaar videografer amalia politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi musashinouniversity,positive,535,0,1.7088284144627572
seminar how to kickstart your career as uiux designer warmest greetings pals di era digital kaya sekarang siapa sih yang gak tau apa itu design dalam kembang website dan aplikasi pun perlu design unik dengan ide keren yang pasti harus bisa tarik minat unjung bukan bagi kalian yang tarik di dunia web design pasti ga asing dengan istilah user experience kirakira apa aja sih yang perlu disiapin buat mulai ajar uix design lalu job apa yang bakal dikerjain di bidang ini yuk gabung seminar kita dan poin seru save the date minggu oktober wib sd selesai offline teater d pens dan online zoom meeting benefits ecertificate free discussion relation and networking doorprize daftar gratis dan buka untuk umum loh yuk buru daftar tunggu apa lagi register now here link registrasi contact person wame nabila wame hagan,positive,530,3,1.7024402708572888
wisuda adalah akhir dari awal buah kenang hangat dari masa lalu dan impi besar untuk masa depan selamat wisuda mahasiswa pens ke terus lang untuk lahir hal baik di masa depan politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia wisudapenske,positive,530,1,1.6960521272518203
prestasi bangga kembali toreh oleh mahasiswa pens pada ajang juara piala koni mahasiswa dari ukm taekwondo pens hasil sabet medali yakni medali emas dan medali perak pada kategori poomsae individual serta kyourugi giat yang langsung lama dua hari ini tempat di gor hayam wuruk kodam v brawijaya,positive,531,0,1.6960521272518203
selamat tanding kepada kontingen pens dalam ajang pekan olahraga dan seni porseni xiv di politeknik negeri malang tahun ketika milik sesuatu untuk bukti tidak ada yang lebih hebat daripada tantang selamat tanding moga beri hasilyangmaksimal politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi porsenixiv porsenipolinema,positive,531,0,1.6960521272518203
turut duka cita atas bakar kilang minyak pertamina di indramayu keluarga besar pens ucap belasungkawa sedalamdalamnya atas musibah bakar kilang minyak pertamina yang jadi di indramayu moga beri sabar dan tabah hati bagi korban yang timpa musibah pens pensjoss prayforindramayu kebakarankilangminyak pertamina,positive,528,0,1.6864699118436182
selamat tanding kepada tim robot pens dalam ajang kontes robot indonesia kri tingkat wilayah tahun moga dapat oleh hasil yang baik politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kriwilayah,positive,525,3,1.6864699118436182
motivational talks from pens alumni study and work abroad hi everyone were back with another sharing session kuliah atau kerja di luar negeri adalah impi banyak orang dan ada banyak pilih negara untuk kunjung untuk beri informasi kait ajar maupun kerja di luar negeri di beberapa negara kami dengan bangga sembah motivational talks from pens alumni study and work abroad dengan bicara yang luar biasa imam mustafa kamal pens irin tri anggraini pens muhammad irfan masudi pens durrotun nashihin pens sharing session akan ada pada hari sabtu agustus pukul wib untuk dapat ikut sharing session kalian dapat unjung taut ikut pensidpicoalumnitalk lets join us this saturday picopens thank you and have a great day everyone politeknik politeknikjoss pens penjoss vokasikuatmenguatkanindonesia pico internationaloffice letsexploretheworld studyabroad workabroad,positive,525,1,1.68008176823815
mati satu tumbuh ribu kartini memang sudah tiada namun semgat juang tidak boleh padam begitu saja maju terus para kartini muda terus tinggi martabat wanita jangan siasiakan sempat yang ada selamat hari kartini moga para kartini terus bangsa dapat selalu harum indonesia pensjoss politeknik harikartini,positive,523,2,1.6768876964354158
ukm pencak silat pens kembali raih prestasi gemilang dalam juara pencak silat majapahit national heroes competition yang usai selenggara oleh ikat pencak silat indonesia ipsi pada jumat hingga minggu dalam gelar sebut sembilan mahasiswa kontingen pens sukses bawa pulang dua medali emas dua medali perak serta lima medali perunggu dari bagai kategori tanding ajang gengsi ini tarik serta dari bagai daerah untuk saing rebut piala kemenpora dan walikota mojokerto kompetisi yang rancang cara ketat dasar kelas berat ini langsung di gor mayangkara yonif raider kota mojokerto jawa timur berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasi majapahitheroesfighting majapahitnationalheroescompetition,positive,523,2,1.6768876964354158
dedikasi serta korban demi cerdas hidup bangsa jadi fondasi bagi generasi terus guru adalah pahlawan tidak hanya ajar ilmu tahu tetapi juga bimbing siswa untuk jadi individu yang etika dan tanggung jawab selamat hari guru nasional bagi seluruh guru dan tenaga didik di indonesia politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi harigurunasional,positive,525,0,1.6768876964354158
tepat pada november hari pahlawan nasional ingat bawa tema teladan pahlawan cinta negeri yang tuju ajak masyarakat indonesia untuk teladan sikap pahlawan dan semangat untuk bangun negeri mari ingat hari pahlawan nasional dengan semangat sama untuk maju bangsa jadi lebih baik politeknik politeknikjoss pens pensjoss kampusvokasi kampusinovasi vokasikuatmenguatkanindonesia haripahlawannasional,positive,524,0,1.6736936246326817
dengan akhir masa jabat badan eksekutif mahasiswa bem dan dewan wakil mahasiswa dpm periode pens kembali adakan giat lantik dan serah terima jabat bem dan dpm periode giat ini langsung pada kamis lalu zoom video conference dalam laksana ir anang budikarso mt selaku wakil direktur bidang mahasiswa pens turut hadir beri sambut kesan hikmat giat ini masih dapat rasa meski laksana cara daring berita lengkap dapat baca di,positive,523,0,1.6704995528299478
rupa salah satu tahap yang wajib ikut oleh mahasiswa tingkat akhir pens telah laksana seminar proyek akhir pa tahap giat sebut langsung lama kurang lebih satu pekan dan kembali helat cara daring lalu zoom video conference giat ini ikut oleh mahasiswa jenjang sarjana terap angkat tahun yang diri dari program studi teknik elektronika teknik telekomunikasi teknik elektro industri teknik informatika teknik mekatronika teknik komputer sistem bangkit energi dan teknologi game berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,positive,523,0,1.6704995528299478
bulan ramadhan rupa bulan berkah mana umat muslim berlombalomba untuk banyak pahala dengan laku ibadah banyak banyak tetapi jangan lupa untuk laksana ibadah yang paling penting yaitu sholat yuk biasa sholat tepat waktu utama pada bulan suci ini pens pensjoss politeknik jadwalimsak ramadhan,positive,518,0,1.654529193816277
sosialisasi bekal pekan kreativitas mahasiswa pkm usai laksana oleh pkm center pens pada jumat giat sebut tuju untuk matang siap tim yang hasil lolos dana dalam pkm tempat di mini theater gedung pascasarjana lt giat ini tegas langkahlangkah yang perlu agar tiap tim dapat optimal potensi mereka dalam laksana proyek pkm masingmasing berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi kampusvokasi kampustradisijuara pkm,positive,516,2,1.654529193816277
selamat tempuh semester genap jangan lupa doa agar beri mudah dan lancar dalam capai target kalian apabila laku sesuatu maka tekun dan bersungguhsungguhlah apa pun hasil jangan lupa untuk tetap syukur tetap semangat dalam gapai target kalian politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,positive,514,3,1.651335122013543
lama pandemi covid ajar daring di tingkat sekolah sampai guru tinggi jadi pilih utama jika ajar daring adalah buah program studi yang sudah punya akreditasi apakah makin banyak nilai positif pjj pens ada webinar untuk umum yang selenggara pada sabtu juli pukul sampai wib lalu zoom didik jarak jauh pjj pens milik beberapa mitra kerjasama di bagai kota di indonesia yang mudah mahasiswa tidak perlu datang ke kampus pens di dan cukup datang ke pbjj di webinar ini akan jelas tentang pjj pens untuk prodi d pjj teknik informatika dan d pjj teknik telekomunikasi daftar,positive,516,1,1.651335122013543
sumenep politeknik elektronika negeri pens kembali ikut pamer didik tinggi yang selenggara oleh musyawarah guru bimbing dan konseling mgbk kabupaten sumenep pamer ini adalah giat rutin tahun yang ikut oleh bagai kampus negeri dan swasta jawa timur dan jawa tengah giat langsung di gedung adipoday sumenep buka oleh bapak ahmad fauzi selaku wakil bupati sumenep dan hadir oleh para siswa dan siswi smasmkma negeri dan swasta,positive,514,1,1.6449469784080746
malang prestasi bangga kembali datang dari bidang olahraga kali ini alif fajar nur rohim hasil dapat juara harap orang blitz pada turnamen catur raja brawijaya tingkat nasional tempat di universitas brawijaya ub malang turnamen ini langsung lama tiga hari hitung sejak jumat,positive,509,6,1.6449469784080746
pens usai selenggara sidang senat buka dan wisuda ke pada sabtu laksana di auditorium lt gedung pascasarjana pens giat ini ikut banyak wisudawan jenjang magister terap sarjana terap dan program diploma dari diam masingmasing dengan damping orang tua walaupun laksana cara daring kesan sakral dari wisuda tetap bisa sampai berita lengkap dapat baca di,positive,510,4,1.641752906605341
mojokerto life management training lmt kembali helat di tahun ini kerja sama dengan sinergi bagai trainer tak kalah seru dari tahun belum lmt langsung lama hari hitung sejak jumat hingga minggu giat yang ikut oleh jumlah mahasiswa pens angkat yang diri dari kampus utama kampus lamongan dan kampus sumenep sebut lokasi di villa emak trawas kabupaten mojokerto bagai jenis giat laku untuk kenal kembang motivasi serta tata biasa diri baca lengkap di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasi lifemanagementtraining,positive,514,0,1.641752906605341
tuju kuliah luring ini tipstips siap diri keluar dari zona nyaman daring sudah lebih dari tahun semua mahasiswa paksa ada untuk laku kuliah cara daring mayoritas mahasiswa sudah terlalu nyaman dengan ada daring ini hingga terkadang muncul rasa takut untuk kuliah luring walaupun laksana kuliah luring belum tahu cara pasti utama di pens kita wajib dong siap diri untuk hal itu nah ini tipstips yang dapat kalian laku untuk siap diri keluar dari zona nyaman daring untuk video lengkap dapat anda lihat di politeknik politeknikjoss pens pensjoss vokasimenguatkanindonesia kuliah kuliahoffline,positive,513,1,1.641752906605341
ayah telah jadi sosok yang inspirasi bagi banyak orang dedikasi dan kasih sayang mu adalah harta yang tak nilai terima kasih telah tunjuk arti buah kuat dari cinta dan segala korban yang engkau ikan sekali lagi selamat hari ayah kepada seluruh figur ayah yang luar biasa politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi hariayahnasional,positive,510,3,1.6385588348026063
dalam upaya cipta lingkung bersih dan sehat lalu tanam mangrove badan eksekutif mahasiswa bem pens inisiasi giat abdi kepada masyarakat pada sabtu aksi peduli lingkung apel ini kolaborasi dengan lembaga volunteer yakni human initiative volunteer energy hive dan libat banyak mahasiswa dari kampus utama maupun psdku giat sebut menitikberatkan pada tanam serta bersih sampah di wilayah muara mangrove yang kenal dengan sebut cleaning mangrove berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi apel kawasanmangrove pengmasbem,positive,506,5,1.6321706911971383
dirgahayu merdeka indonesia moga di usia yang ke indonesia makin maju dan terus sejahtera rakyat kita bagai warga negara harus saling jaga satu dan satu demi bangsa indonesia selamat ulang tahun republik indonesia sdm unggul indonesia maju pens pensjoss politeknikjoss hutri hutri sdmunggulindonesiamaju,positive,508,1,1.6257825475916698
naik beri janji pada kita bahwa ia akan datang kembali jemput kita selamat ingat naik isa almasih moga kasih selalu tetap damping kita pens politeknik pensjoss kenaikanisaalmasih,positive,508,0,1.6225884757889355
kerja sama dengan pihak telkomsel pens telah usai helat kuliah tamu yang tajuk building digital capability toward sustainable growth turut hadir iskriono windiarjanto selaku director of network telkomsel giat helat pada jumat tempat di ruang auditorium lantai gedung pascasarjana pens giat ini hadir oleh mahasiswa aktif dari bagai jurus berita lengkap dapat baca di,positive,504,3,1.6193944039862014
giat tahun yang selenggara eepis bidikmisi organization ebio yakni peduli desa jilid vii peddes vii usai laksana pada sabtu ikut oleh wakil mahasiswa ebio dengan terap protokol sehat buka siar cara langsung lalu zoom video conference giat ini tuju untuk tingkat kualitas didik baik sarana prasarana sekolah dan aksi bakti sosial pada lingkung dusun mlurus desa jatipandak camat sambeng kabupaten lamongan,positive,504,1,1.6130062603807334
rupa salah satu politeknik baik di indonesia jadi pens terus luas kerja sama baik di kancah nasional maupun internasional kali ini giat rutin tahun yakni student exchange kembali helat lama satu bulan hitung sejak selasa datang lima mahasiswa dari jepang dan malaysia giat ini buka dengan acara welcome party sama pico pens serta lanjut dengan giat seminar culture exchange pada sore hari,positive,505,0,1.6130062603807334
opening dies natalis ke pens semangat kreasi dan sinergi semarak inovasi kuat pens dampak mari sama kita raya jalan luar biasa pens lama tahun dalam cetak inovasi dan beri dampak nyata bagi bangsa senin juni pukul wib selesai auditorium lt gedung pascasarjana pens acara spesial putar video dokumenter talkshow inspiratif napak tilas pens launching dies natalis ke pens potong tumpeng bagai simbol rasa syukur dan sama ayo hadir dan jadi bagi dari semangat inovasi yang tak pernah padam pens pensberdampak diesnatalispens kampusinovasi,positive,503,2,1.6130062603807334
tiap tanggal agustus ingat bagai hari pramuka pada ingat ke ini kwarnas usung slogan bakti tanpa henti yang makna bahwa seluruh anggota gera pramuka selalu siap sedia untuk bakti sampai kapan pun selamat hari pramuka moga pramuka jaya selalu dan lahir tunastunas muda yang bisa bawa bangsa kita ke arah yang lebih baik politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia xd haripramuka,positive,503,0,1.6066181167752651
bagai salah satu institusi guru tinggi vokasi ptv di indonesia pens percaya untuk jadi tuan rumah giat sertifikasi latih teknik instruksional pekerti program non degree tingkat kompetensi dosen vokasi tahun batch ii giat yang hadir oleh ptv indonesia sebut langsung sejak selasa hingga jumat dan tempat di hall hotel elmi serta ruang cafetaria lt gedung pascasarjana pens sertifikasi pekerti batch ii ini fokus pada tingkat kompetensi profesional dosen dalam memang jabat fungsional utama pada tingkat terampil pedagogis berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi pekertibatchii programndpkd sertifikasidosen,positive,503,0,1.6066181167752651
kembali bawa kabar bangga tim aisoru pens usai partisipasi dalam world young inventors exhibition wyie competition yang rupa bagi dari international invention innovation and technology exhibition itex pamer sekaligus kompetisi inovasi ini helat di kuala lumpur convention center klcc malaysia langsung lama dua hari yakni kamis hingga jumat tim aisoru hasil bawa pulang dua harga yakni gold medals dan special awards dari korea invention promotion association kipa berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,positive,500,3,1.6066181167752651
guna kembang dan sukses tuju mahasiswa dalam bidang kewirausahaan pens gelar seminar yang tajuk bangun jiwa entrepreneur kreatif di era digital selenggara cara hybrid yakni lalu zoom video conference dan tempat di mini theater lt gedung pasca sarjana pens giat ini hadir rizal wahyu cahyarama selaku founder dan ceo cahyarama kreatif serta achmad nurhasim hamada yang rupa founder dan ceo pt kekean primanda indonesia giat ini laksana pada kamis dan buka untuk umum berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,positive,502,0,1.603424044972531
ilmu tanpa amal adalah omong kosong belaka sedang amal tanpa ilmu rupa buah sesat di moment ingat hari didik nasional ini mari kita guna untuk tingkat kualitas diri untuk tetap terus ajar hingga akhir hayat selamat hari didik nasional mei pens politeknik pensjoss hardiknas,positive,499,3,1.603424044972531
tidak henti dengan capai lima gelar juara pada gelar kontes robot indonesia kri tingkat wilayah ii beberapa waktu lalu kini tim robot pens kembali harum nama kampus dalam ajang kri tingkat nasional tahun gelar cara luring lama tiga hari sejak jumat institut teknologi puluh nopember its sempat jadi tuan rumah selenggara kri tahun ini banyak lima tim robot pens hasil raih juara pada masingmasing kategori berita lengkap dapat baca di politeknik pens politeknikjoss pensjoss vokasikuatmenguatkanindonesia,positive,498,0,1.5906477577615945
selamat hari palang merah indonesia terimakasih atas jasa para juang manusia moga selalu sehat indonesia dengan saling bagi dan terap hidup sehat pensjoss pmi politeknik,positive,496,0,1.5842596141561265
malang sabtu mahasiswa pens kembali hasil toreh prestasi tidak hanya kerap juara lomba bidang teknologi kali ini tiga mahasiswa program studi d sistem bangkit energi yakni moch faqih zain alwan wima i dan ikhsan mahardhika u sukses bukti kemampuanya bidang bisnis dengan hasil raih kategori best presentation ajang sec business competition sbc tempat di universitas brawijaya ub malang giat ini ikut oleh wakil mahasiswa dari bagai guru tinggi di indonesia,positive,495,1,1.5842596141561265
selamat kepada kontingen pens atas prestasi yang raih dalam lomba desain aplikasi inovatif inspiratif untuk tangan covid laicovid yang selenggara oleh institut teknologi puluh nopember yang menang oleh tim cocingbot pada posisi juara moga dengan banyak prestasi yang raih oleh mahasiswa pens dapat beri motivasi bagi kita semua untuk berlombalomba untuk jadi yang depan pens pensjoss politeknik,positive,496,0,1.5842596141561265
dalam rangka tambah wawas mahasiswa untuk tingkat kapasitas diri di awal tahun baru unit giat rohani islam ukki pens usai helat sharing session tajuk ikut organisasi tapi kok masih ginigini aja selenggara lalu aplikasi zoom video conference giat ini hadir irfan shiddiq selaku ketua umum ukki pens bagai narasumber langsung pada sabtu giat sharing session kali ini buka untuk umum berita lengkap dapat baca di,positive,485,10,1.581065542353392
purwokerto mahasiswa pens tak hentihentinya toreh prestasi sabtu tim oceanreborn yang diri dari fiannurdin kisron dan arif hidayah hasil raih juara pada technology competition yang ada oleh microsoft user group indonesia mugi purwokerto dan perintah kabupaten banyumas pada kompetisi yang gelar di pendopo sipanji purwokerto ini oceanreborn suguh karya inovasi tepat guna bas teknologi untuk wujud smart city di kabupaten banyumas,positive,494,1,1.581065542353392
rapat senat buka luar biasa kembali helat pada senin di ruang auditorium lt gedung pascasarjana pens prosesi sebut jadi bentuk apresiasi bagi dua guru besar dari departemen informatika dan komputer yakni prof m udin harun al rasyid skom phd dalam bidang ilmu computer network internet of things dan prof iwan syarif skom mkom msc phd dalam bidang ilmu cerdas buat kukuh guru besar tujuh dan delap yang milik oleh pens ini turut hadir oleh jumlah keluarga guru besar serta civitas akademika pens berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasi,positive,493,1,1.577871470550658
daftar msib panjang halo warga pens tahu kamu bahwa sudah ada ribu posisi yang tawar oleh mitra untuk mahasiswa pada platform msib dengan ada ribu posisi yang tawar ini kamu bisa manfaat dengan pilih mitra maupun posisi yang kamu minat lebih cermat ayo tunggu apalagi segera daftar diri kamu untuk ikut program magang dan studi independen bersestifikat angkat masih bingung dengan program yang ingin ambil ada keluh yang ingin sampai mari diskus lalu grup tanya jawab msib di politeknik politeknikjoss pens pensjoss msib,positive,493,0,1.574677398747924
telah dua tahun vakum dari bidang seni tarik suara tim padu suara mahasiswa psm pens tetap tahan kharismanya dan kembali menang kompetisi padu suara rutin laksana latih lama empat bulan tim psm pens hasil bawa pulang silver medal dari ajang gengsi tahun yakni th fespa ubaya yang selenggara sejak jumat walaupun kompetisi laksana cara full daring seluruh anggota dapat manfaat waktu dan latih dengan baik hingga akhir dapat juara lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,positive,483,9,1.5714833269451896
selamat tunai ibadah puasa ramadhan selamat datang bulan suci panggil suci yang penuh hati dengan damai berkah dan berani mari kita jalan bulan suci ramadhan h m ini dengan penuh keikhlasandankebersamaan politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasiramadhanh,positive,489,3,1.5714833269451896
breakout tips tingkat mampu bahasa inggris di era globalisai yang makin kembang saat ini peran komunikasi jadi makin vital era maju ilmu tahu yang makin pesat makin buka sempat untuk komunikasi cara internasional tidak dapat dipungkiri bahwa sampai saat ini bahasa internasional pertama yang banyak guna adalah bahasa inggris oleh karena itu bahasa inggris jadi hal penting untuk kita kuasa pada sempat kali ini saya akan bagi tips tingkat mampu bahasa inggris nah penasaran kan mari simak vidio ikut ini untuk video lanjut dapat anda lihat di youtube pens tv politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia breakout,positive,491,0,1.5682892551424557
